Geneid	WT_1	WT_2	DEL_slyA_1	DEL_slyA_2
BW25113_RS16290	10	5	3	3
BW25113_RS16295	9	4	6	1
BW25113_RS16300	36	28	29	21
BW25113_RS16305	22	16	18	13
BW25113_RS16310	16	14	12	22
BW25113_RS16315	49	49	57	52
BW25113_RS16320	14	13	6	9
BW25113_RS16325	28	32	19	13
BW25113_RS16330	41	39	33	27
BW25113_RS16335	30	22	29	26
BW25113_RS16340	12	11	6	14
BW25113_RS16345	7	7	5	4
BW25113_RS16350	14	12	7	5
BW25113_RS16355	9	11	7	3
BW25113_RS16360	63	53	47	52
BW25113_RS16365	95	102	65	70
BW25113_RS16370	35	38	26	21
BW25113_RS16375	28	21	25	18
BW25113_RS16380	20	30	17	28
BW25113_RS16385	89	63	33	31
BW25113_RS16395	1671	1594	1555	1545
BW25113_RS25280	56	53	54	48
BW25113_RS16400	842	861	918	824
BW25113_RS16405	1303	1296	1294	1254
BW25113_RS16410	130	125	123	123
BW25113_RS16415	164	125	183	191
BW25113_RS16420	82	92	116	94
BW25113_RS16425	1901	1668	2310	2306
BW25113_RS16430	952	912	1026	1037
BW25113_RS16435	192	186	174	191
BW25113_RS16440	41	29	19	27
BW25113_RS16445	63	73	81	79
BW25113_RS16450	11	17	10	16
BW25113_RS16455	5	6	2	4
BW25113_RS16460	89	84	56	53
BW25113_RS16465	182	183	155	158
BW25113_RS16470	41	37	31	36
BW25113_RS16475	852	778	1091	1140
BW25113_RS16480	245	235	317	336
BW25113_RS16485	58	79	66	64
BW25113_RS16490	56	53	47	46
BW25113_RS16495	28	18	25	24
BW25113_RS16500	166	163	189	182
BW25113_RS16505	127	104	82	102
BW25113_RS16510	176	153	135	145
BW25113_RS16515	304	303	260	313
BW25113_RS16520	50	56	60	41
BW25113_RS16525	17	6	10	8
BW25113_RS16530	78	81	90	82
BW25113_RS16535	19	23	12	17
BW25113_RS16540	43	49	55	46
BW25113_RS16545	72	84	90	81
BW25113_RS16550	61	50	76	68
BW25113_RS16555	73	73	81	80
BW25113_RS16560	94	76	107	96
BW25113_RS16565	19	21	24	32
BW25113_RS16570	76	84	63	60
BW25113_RS16575	42	42	39	40
BW25113_RS16580	58	52	53	44
BW25113_RS16585	102	112	71	84
BW25113_RS16590	96	107	72	66
BW25113_RS16595	218	205	197	189
BW25113_RS16600	71	60	55	65
BW25113_RS16605	78	72	57	57
BW25113_RS16610	84	119	104	87
BW25113_RS16615	13	10	10	13
BW25113_RS16620	122	120	122	94
BW25113_RS16625	18	26	21	29
BW25113_RS16630	18	26	22	25
BW25113_RS16635	119	94	80	75
BW25113_RS16640	16	13	12	8
BW25113_RS16645	141	164	233	205
BW25113_RS16650	59	67	86	86
BW25113_RS16655	3	2	1	5
BW25113_RS16660	0	0	0	1
BW25113_RS16665	4	10	7	9
BW25113_RS16680	2	0	0	0
BW25113_RS16690	4	0	5	1
BW25113_RS16695	13	17	8	7
BW25113_RS16700	27	34	9	10
BW25113_RS16705	61	69	15	18
BW25113_RS16710	70	41	13	18
BW25113_RS16715	176	150	34	35
BW25113_RS16720	311	330	55	68
BW25113_RS16725	22	21	16	18
BW25113_RS16730	22	25	24	10
BW25113_RS16735	53	71	60	58
BW25113_RS16740	171	189	141	145
BW25113_RS16745	351	352	369	361
BW25113_RS16750	597	607	589	602
BW25113_RS16755	27	30	29	32
BW25113_RS16760	51	50	53	49
BW25113_RS16765	45	42	32	39
BW25113_RS16770	32	25	32	34
BW25113_RS16775	387	413	346	382
BW25113_RS16780	25	17	22	30
BW25113_RS16785	12	27	319	316
BW25113_RS16790	4	2	4	5
BW25113_RS16795	18	14	20	24
BW25113_RS16800	10	12	7	8
BW25113_RS16805	3	0	5	2
BW25113_RS16810	30	13	18	19
BW25113_RS16815	94	104	85	77
BW25113_RS16820	108	107	106	125
BW25113_RS16825	58	87	64	44
BW25113_RS16830	31	18	11	21
BW25113_RS16835	20	17	16	16
BW25113_RS16840	57	59	37	33
BW25113_RS16845	130	123	93	109
BW25113_RS16855	78	78	41	44
BW25113_RS16860	52	57	38	32
BW25113_RS16880	136	103	115	118
BW25113_RS16885	211	227	191	163
BW25113_RS16890	8	2	4	4
BW25113_RS16895	32	30	28	28
BW25113_RS16900	23	24	22	17
BW25113_RS16905	236	237	230	184
BW25113_RS16910	59	67	57	53
BW25113_RS16915	7	12	7	10
BW25113_RS16920	1	2	3	4
BW25113_RS16925	8	9	5	5
BW25113_RS16930	11	12	11	15
BW25113_RS16935	40	38	34	33
BW25113_RS16940	3	3	1	0
BW25113_RS16955	15	11	13	9
BW25113_RS16960	15	17	11	10
BW25113_RS16965	5	10	6	11
BW25113_RS16970	4	3	6	3
BW25113_RS16975	7	6	8	4
BW25113_RS16980	4	7	6	5
BW25113_RS16985	5422	5534	4743	4799
BW25113_RS16990	0	0	0	0
BW25113_RS16995	2	1	0	0
BW25113_RS17000	8583	8495	5780	5928
BW25113_RS17005	24	30	25	24
BW25113_RS17010	20	17	13	13
BW25113_RS17015	45	44	43	49
BW25113_RS17020	47	49	32	31
BW25113_RS17025	73	63	54	58
BW25113_RS17030	85	69	65	66
BW25113_RS17035	30	30	36	29
BW25113_RS17040	88	82	59	59
BW25113_RS17045	136	120	90	113
BW25113_RS17050	93	79	73	65
BW25113_RS17055	58	45	39	36
BW25113_RS17060	24	21	14	21
BW25113_RS17065	14	9	5	7
BW25113_RS17070	13	13	11	12
BW25113_RS17075	12	13	25	23
BW25113_RS17080	357	359	454	416
BW25113_RS17085	1530	1489	1791	1718
BW25113_RS17090	1221	1197	1388	1427
BW25113_RS17095	631	685	741	759
BW25113_RS17100	911	883	1183	1086
BW25113_RS17105	281	265	389	373
BW25113_RS17110	1778	1657	2202	2247
BW25113_RS17115	1055	925	1171	1088
BW25113_RS17120	281	255	326	303
BW25113_RS17125	1022	968	1116	1132
BW25113_RS17130	548	557	723	620
BW25113_RS17135	1343	1359	1584	1608
BW25113_RS17140	653	663	683	691
BW25113_RS17145	1359	1315	1522	1513
BW25113_RS17150	1527	1472	1597	1505
BW25113_RS17155	657	638	738	730
BW25113_RS17160	1003	935	990	990
BW25113_RS17165	225	260	437	430
BW25113_RS17170	234	217	437	414
BW25113_RS17175	450	472	719	661
BW25113_RS17180	827	860	1363	1303
BW25113_RS17185	526	491	791	787
BW25113_RS17190	344	313	545	466
BW25113_RS17195	1130	1117	1686	1628
BW25113_RS17200	491	547	812	756
BW25113_RS17205	731	752	1125	1123
BW25113_RS17210	1060	1103	1603	1571
BW25113_RS17215	847	863	1403	1360
BW25113_RS17220	11	3	2	4
BW25113_RS17225	17	16	17	20
BW25113_RS17230	9	5	10	11
BW25113_RS17235	14	7	15	11
BW25113_RS17240	15	12	12	16
BW25113_RS17245	6	12	11	10
BW25113_RS17250	5	3	4	7
BW25113_RS17255	6	3	6	2
BW25113_RS17260	3	5	1	3
BW25113_RS17265	5	6	7	2
BW25113_RS17270	15	8	11	7
BW25113_RS17275	10	10	17	14
BW25113_RS17280	5	0	3	2
BW25113_RS17285	15	11	12	5
BW25113_RS17290	13	20	8	12
BW25113_RS17295	1	1	4	1
BW25113_RS17300	30	32	29	25
BW25113_RS17305	1555	1541	1641	1573
BW25113_RS17310	3276	3342	3475	3438
BW25113_RS17320	557	571	616	593
BW25113_RS17325	29	20	55	55
BW25113_RS17330	21	21	23	22
BW25113_RS17335	30	27	18	23
BW25113_RS17340	62	83	68	56
BW25113_RS17345	240	253	249	246
BW25113_RS17350	7	6	9	11
BW25113_RS17355	105	134	111	98
BW25113_RS17360	16	12	7	5
BW25113_RS17365	46	44	59	49
BW25113_RS17370	23	14	19	22
BW25113_RS17375	88	68	61	86
BW25113_RS17380	34	26	18	28
BW25113_RS17385	3	5	4	3
BW25113_RS17390	26	17	26	33
BW25113_RS17395	19	10	9	11
BW25113_RS17405	256	264	191	195
BW25113_RS17410	65	66	41	44
BW25113_RS17415	36	20	18	30
BW25113_RS17420	12	5	6	6
BW25113_RS17425	20	17	16	18
BW25113_RS17430	5	6	8	6
BW25113_RS17435	15	26	6	12
BW25113_RS17440	23	28	13	17
BW25113_RS17445	270	271	358	354
BW25113_RS17450	25	37	25	31
BW25113_RS17455	46	51	38	39
BW25113_RS17460	107	120	137	105
BW25113_RS17465	9	1	11	6
BW25113_RS17470	8	15	15	11
BW25113_RS17475	9	15	16	12
BW25113_RS17480	11	6	9	7
BW25113_RS17485	12	8	12	11
BW25113_RS17490	11	8	8	8
BW25113_RS17495	5	13	9	9
BW25113_RS17500	18	19	10	10
BW25113_RS17505	0	3	3	2
BW25113_RS17510	5	8	12	7
BW25113_RS17515	9	16	12	8
BW25113_RS17520	11	7	9	11
BW25113_RS17525	6	8	2	4
BW25113_RS17530	19	16	8	9
BW25113_RS17535	47	54	59	51
BW25113_RS17540	36	28	33	29
BW25113_RS17545	25	29	35	19
BW25113_RS17550	32	38	32	49
BW25113_RS17555	181	153	121	116
BW25113_RS17560	197	179	201	178
BW25113_RS17565	84	96	112	91
BW25113_RS17570	22	10	14	11
BW25113_RS17575	0	4	2	2
BW25113_RS17580	1	10	3	3
BW25113_RS17585	5	8	2	7
BW25113_RS17590	5	12	6	9
BW25113_RS17595	68	74	47	57
BW25113_RS17600	16	11	17	15
BW25113_RS17605	36	36	36	30
BW25113_RS17610	59	60	68	72
BW25113_RS17615	27	58	89	75
BW25113_RS17620	106	103	195	183
BW25113_RS17625	32	32	30	26
BW25113_RS17635	1082	1069	531	525
BW25113_RS17640	48	49	48	47
BW25113_RS17645	67	55	57	67
BW25113_RS17650	7	8	10	10
BW25113_RS17655	59	52	51	60
BW25113_RS17660	11	11	14	21
BW25113_RS17665	85	70	115	127
BW25113_RS17670	7	10	10	12
BW25113_RS17675	14	14	14	11
BW25113_RS17680	9	9	9	15
BW25113_RS17685	24	22	22	12
BW25113_RS17690	57	77	60	64
BW25113_RS17695	48	48	35	33
BW25113_RS17700	397	372	182	195
BW25113_RS17705	492	454	273	322
BW25113_RS17710	264	250	132	131
BW25113_RS17715	13	21	7	8
BW25113_RS17720	15	8	17	12
BW25113_RS17725	29	24	22	18
BW25113_RS17730	25	33	22	21
BW25113_RS17735	27	20	23	26
BW25113_RS17740	6	6	8	12
BW25113_RS17745	153	142	89	92
BW25113_RS17755	399	336	257	250
BW25113_RS17760	257	261	196	174
BW25113_RS17765	307	309	276	242
BW25113_RS17770	235	228	146	160
BW25113_RS17775	260	261	224	216
BW25113_RS17780	229	245	212	228
BW25113_RS17785	13	20	9	16
BW25113_RS17790	17	17	12	20
BW25113_RS17795	7	12	9	10
BW25113_RS17800	20	32	25	26
BW25113_RS17805	33	34	30	28
BW25113_RS17810	46	50	50	43
BW25113_RS17815	7	7	10	13
BW25113_RS17820	5	2	8	5
BW25113_RS17825	2	2	2	0
BW25113_RS17830	2	0	2	2
BW25113_RS25760	1	6	2	0
BW25113_RS17835	3	4	2	2
BW25113_RS17840	22	22	11	12
BW25113_RS17845	14	12	6	10
BW25113_RS17850	13	13	11	7
BW25113_RS17855	7	14	4	6
BW25113_RS17860	12	10	7	6
BW25113_RS17865	11	8	6	6
BW25113_RS17870	34	16	23	20
BW25113_RS17880	6	5	8	9
BW25113_RS17885	3	5	8	3
BW25113_RS17890	14	9	8	13
BW25113_RS17895	15	6	5	4
BW25113_RS17900	12	12	13	9
BW25113_RS17905	2	6	3	6
BW25113_RS17915	24	18	15	16
BW25113_RS17920	531	484	297	302
BW25113_RS17925	55	61	35	48
BW25113_RS17930	51	44	38	46
BW25113_RS17935	128	113	76	90
BW25113_RS17940	12	8	9	4
BW25113_RS17945	6	6	4	4
BW25113_RS17950	6	6	11	7
BW25113_RS17955	13	18	19	10
BW25113_RS17960	111	108	151	170
BW25113_RS17965	11	6	8	11
BW25113_RS17970	10	12	16	23
BW25113_RS17975	33	28	35	22
BW25113_RS17980	21	33	23	27
BW25113_RS17985	17	13	6	9
BW25113_RS17990	10	8	15	14
BW25113_RS17995	24	22	23	19
BW25113_RS18000	26	18	10	8
BW25113_RS18005	38	31	13	24
BW25113_RS18010	47	46	22	22
BW25113_RS18015	27	28	28	23
BW25113_RS18020	18	26	16	19
BW25113_RS18025	13	11	15	15
BW25113_RS18030	0	2	5	1
BW25113_RS18040	20	18	15	15
BW25113_RS18045	24	15	22	23
BW25113_RS18050	66	62	72	62
BW25113_RS18055	108	111	99	98
BW25113_RS26220	14	29	22	18
BW25113_RS18060	13	14	18	12
BW25113_RS18080	12	17	16	9
BW25113_RS18085	37	34	16	32
BW25113_RS18090	161	158	132	130
BW25113_RS18095	14	14	7	13
BW25113_RS18100	154	155	132	123
BW25113_RS26225	0	0	0	0
BW25113_RS26230	0	0	1	0
BW25113_RS18105	163	151	98	89
BW25113_RS18110	15	21	15	19
BW25113_RS18115	88	77	128	129
BW25113_RS18120	35	33	23	21
BW25113_RS18125	74	63	65	51
BW25113_RS18130	13	10	13	7
BW25113_RS18140	5	3	3	5
BW25113_RS18145	12	13	13	15
BW25113_RS18150	4	4	4	3
BW25113_RS18160	0	0	0	0
BW25113_RS18170	9	8	13	7
BW25113_RS18175	7	8	6	6
BW25113_RS18180	11	5	5	5
BW25113_RS18185	6	7	8	2
BW25113_RS18190	10	11	11	4
BW25113_RS18195	6	1	3	10
BW25113_RS18200	4	6	3	7
BW25113_RS18205	2	9	4	3
BW25113_RS18210	9	19	9	14
BW25113_RS18215	36	35	32	32
BW25113_RS18220	24	33	9	13
BW25113_RS18225	15	21	8	5
BW25113_RS18230	11	11	4	5
BW25113_RS18235	36	26	20	15
BW25113_RS18240	26	19	20	17
BW25113_RS18245	9	8	6	3
BW25113_RS18250	7	10	11	11
BW25113_RS18255	18	12	7	4
BW25113_RS18260	10	18	21	11
BW25113_RS18265	29	38	21	22
BW25113_RS18270	10	4	14	13
BW25113_RS18280	35	27	25	26
BW25113_RS18285	111	122	66	62
BW25113_RS18290	249	264	160	183
BW25113_RS18295	58	42	29	34
BW25113_RS18300	38	55	52	45
BW25113_RS18305	10	10	4	11
BW25113_RS18310	40	29	22	34
BW25113_RS18315	32	32	22	34
BW25113_RS18320	13	12	10	13
BW25113_RS18325	2	6	9	2
BW25113_RS18330	59	59	50	49
BW25113_RS18335	8	4	3	1
BW25113_RS18340	46	37	21	17
BW25113_RS23010	6	11	8	5
BW25113_RS18355	18	28	17	21
BW25113_RS18360	63	54	19	22
BW25113_RS18365	52	59	17	16
BW25113_RS18370	35	29	7	14
BW25113_RS18375	45	33	11	20
BW25113_RS18385	260	212	79	79
BW25113_RS23145	5	2	2	1
BW25113_RS18395	1	0	1	1
BW25113_RS18400	105	109	65	66
BW25113_RS18405	8	13	43	40
BW25113_RS18410	19	10	16	14
BW25113_RS18415	17	26	14	19
BW25113_RS18420	14	14	15	10
BW25113_RS18425	36	51	45	50
BW25113_RS18430	13	19	13	15
BW25113_RS18435	37	37	31	36
BW25113_RS18440	92	107	90	73
BW25113_RS18445	11	18	4	8
BW25113_RS18450	959	933	839	881
BW25113_RS26235	0	0	1	0
BW25113_RS18455	1	1	2	3
BW25113_RS25300	48	47	51	55
BW25113_RS18470	264	247	223	214
BW25113_RS18475	110	125	98	102
BW25113_RS18480	3	3	6	4
BW25113_RS18485	12	10	6	9
BW25113_RS18490	7	6	5	7
BW25113_RS18495	3	5	7	3
BW25113_RS18500	28	28	31	22
BW25113_RS18505	20	19	15	14
BW25113_RS18510	5	11	11	13
BW25113_RS18515	23	20	18	15
BW25113_RS18520	12	22	14	12
BW25113_RS18525	24	22	16	23
BW25113_RS18530	36	61	37	29
BW25113_RS18535	31	36	18	19
BW25113_RS18540	37	38	23	36
BW25113_RS18550	14	19	13	11
BW25113_RS18555	17	26	20	15
BW25113_RS18560	13	9	13	13
BW25113_RS18565	2	4	3	3
BW25113_RS18570	5	4	2	3
BW25113_RS18575	4	11	8	12
BW25113_RS18580	10	5	8	6
BW25113_RS18585	20	16	19	9
BW25113_RS18590	9	10	7	7
BW25113_RS18595	9	6	10	5
BW25113_RS18600	6	17	7	2
BW25113_RS18605	4	6	9	10
BW25113_RS18610	9	20	9	9
BW25113_RS18615	14	18	16	12
BW25113_RS18620	1	1	3	4
BW25113_RS25895	1	3	0	1
BW25113_RS18630	33	27	15	18
BW25113_RS18635	13	15	7	13
BW25113_RS18640	137	145	67	53
BW25113_RS18645	78	84	28	44
BW25113_RS18650	12	18	8	6
BW25113_RS18655	16	14	13	8
BW25113_RS18660	4	6	5	5
BW25113_RS18670	5	4	6	5
BW25113_RS18680	12	11	9	13
BW25113_RS18685	5	6	4	7
BW25113_RS18690	119	92	80	76
BW25113_RS18695	41	49	42	37
BW25113_RS18700	25	21	22	22
BW25113_RS18705	20	25	14	18
BW25113_RS18710	14	15	14	12
BW25113_RS18715	75	65	37	46
BW25113_RS18720	22	26	14	14
BW25113_RS18725	28	27	16	16
BW25113_RS18730	32	36	21	13
BW25113_RS18735	102	108	67	62
BW25113_RS18740	221	196	177	180
BW25113_RS18745	161	168	125	121
BW25113_RS18750	74	96	77	90
BW25113_RS18755	63	85	74	56
BW25113_RS18760	348	339	275	271
BW25113_RS18765	74	62	48	48
BW25113_RS18770	34	31	17	25
BW25113_RS18775	14	14	8	14
BW25113_RS18780	173	178	113	103
BW25113_RS18785	225	187	129	148
BW25113_RS18790	16	20	17	12
BW25113_RS18795	102	90	84	75
BW25113_RS18800	70	68	66	51
BW25113_RS18805	42	32	25	27
BW25113_RS18810	18	18	11	13
BW25113_RS18815	6	10	6	6
BW25113_RS18820	4	2	7	8
BW25113_RS18825	9	10	7	8
BW25113_RS18830	14	16	12	12
BW25113_RS18835	30	23	18	18
BW25113_RS18840	22	37	24	27
BW25113_RS18845	7	17	12	6
BW25113_RS18850	29	24	32	19
BW25113_RS18855	56	53	35	43
BW25113_RS18860	31	22	27	38
BW25113_RS18865	28	40	24	23
BW25113_RS18870	16	9	8	12
BW25113_RS18875	18	15	20	16
BW25113_RS18880	122	81	67	74
BW25113_RS18885	435	486	410	356
BW25113_RS18890	45	37	50	40
BW25113_RS18895	23	26	25	25
BW25113_RS18900	21	21	7	12
BW25113_RS18905	22	18	18	22
BW25113_RS18910	5	10	10	11
BW25113_RS18920	107	96	92	114
BW25113_RS18925	27	28	22	21
BW25113_RS18930	13	16	13	6
BW25113_RS18935	21	17	25	21
BW25113_RS18940	83	93	74	61
BW25113_RS18945	66	55	55	40
BW25113_RS18950	159	143	128	132
BW25113_RS18955	31	28	22	13
BW25113_RS18960	40	45	29	29
BW25113_RS18965	27	26	31	36
BW25113_RS18970	28	28	18	9
BW25113_RS18975	52	41	56	51
BW25113_RS18980	32	26	29	23
BW25113_RS18985	13	15	14	16
BW25113_RS18990	4	2	1	1
BW25113_RS19000	11	6	7	10
BW25113_RS19005	21	11	10	7
BW25113_RS19010	11	21	13	16
BW25113_RS19020	5	5	5	2
BW25113_RS19025	14	18	23	17
BW25113_RS19030	6	6	6	5
BW25113_RS19035	10	20	15	7
BW25113_RS19040	30	41	26	21
BW25113_RS19045	40	49	18	27
BW25113_RS19050	13	21	10	12
BW25113_RS19055	23	15	28	21
BW25113_RS19060	10	14	5	7
BW25113_RS19065	6	9	8	2
BW25113_RS19070	54	46	61	54
BW25113_RS19075	7	4	13	20
BW25113_RS19090	8	7	4	4
BW25113_RS26250	2	1	1	1
BW25113_RS19095	46	32	31	32
BW25113_RS19100	6	16	9	10
BW25113_RS19105	4	6	4	5
BW25113_RS19110	2	7	3	6
BW25113_RS19115	3	3	0	3
BW25113_RS19120	20	16	14	20
BW25113_RS19125	26	20	16	18
BW25113_RS19130	15	12	8	10
BW25113_RS19150	6	11	5	8
BW25113_RS19155	42	38	46	44
BW25113_RS19160	16	13	10	19
BW25113_RS19165	36	30	35	40
BW25113_RS19170	37	29	22	19
BW25113_RS19175	40	40	17	25
BW25113_RS19180	7	14	7	11
BW25113_RS19185	15	15	16	12
BW25113_RS19190	15	13	11	10
BW25113_RS19195	9	6	6	6
BW25113_RS19200	10	7	3	8
BW25113_RS19205	13	20	9	6
BW25113_RS19210	4	4	6	6
BW25113_RS19215	20	13	21	13
BW25113_RS19220	8	7	9	12
BW25113_RS19230	371	337	332	344
BW25113_RS19235	87	120	100	99
BW25113_RS19240	181	157	136	141
BW25113_RS19245	248	239	197	225
BW25113_RS25780	0	2	3	3
BW25113_RS19250	58	53	56	42
BW25113_RS19255	82	87	72	76
BW25113_RS19260	44	43	39	49
BW25113_RS19265	253	280	248	230
BW25113_RS19270	25	32	23	32
BW25113_RS19275	116	136	58	42
BW25113_RS19280	5250	5060	1632	1545
BW25113_RS19285	518	485	129	115
BW25113_RS19290	18	16	16	8
BW25113_RS19295	21	16	9	13
BW25113_RS19300	102	95	57	63
BW25113_RS19305	79	90	51	57
BW25113_RS19310	70	71	48	33
BW25113_RS19315	13	16	10	15
BW25113_RS19320	11	5	7	3
BW25113_RS19325	5	9	9	10
BW25113_RS19330	6	11	4	7
BW25113_RS19335	11	10	9	12
BW25113_RS19340	8	14	14	12
BW25113_RS19345	11	21	12	9
BW25113_RS19350	51	35	24	34
BW25113_RS19355	9	6	12	10
BW25113_RS19360	15	13	10	14
BW25113_RS19365	13	15	12	16
BW25113_RS19370	17	18	14	9
BW25113_RS19375	22	17	10	10
BW25113_RS19380	24	34	27	30
BW25113_RS19385	160	148	134	155
BW25113_RS19390	81	79	77	71
BW25113_RS19395	173	156	237	216
BW25113_RS19400	538	549	674	713
BW25113_RS19405	353	364	485	432
BW25113_RS19410	798	819	972	936
BW25113_RS19415	249	244	238	254
BW25113_RS19420	377	382	393	349
BW25113_RS19425	184	178	193	157
BW25113_RS19430	354	346	313	329
BW25113_RS19435	70	67	51	64
BW25113_RS19440	25	16	16	13
BW25113_RS19445	201	177	154	173
BW25113_RS19450	88	88	65	70
BW25113_RS19455	18	15	5	12
BW25113_RS19460	138	115	65	61
BW25113_RS19465	38	46	28	25
BW25113_RS19470	49	33	20	19
BW25113_RS19475	35	41	28	37
BW25113_RS19480	44	48	30	24
BW25113_RS19485	106	93	41	41
BW25113_RS19490	105	90	51	46
BW25113_RS19495	334	317	182	162
BW25113_RS19500	119	116	60	52
BW25113_RS19505	32	47	23	24
BW25113_RS19510	52	48	32	33
BW25113_RS19515	54	54	43	45
BW25113_RS19520	12275	11983	8577	8686
BW25113_RS19525	0	0	1	1
BW25113_RS19530	66640	65989	59511	58843
BW25113_RS19535	22	22	10	19
BW25113_RS19540	3	3	0	2
BW25113_RS19545	3	5	2	3
BW25113_RS19550	18	28	24	24
BW25113_RS19555	20	30	21	24
BW25113_RS19560	25	22	22	12
BW25113_RS19565	4	3	1	2
BW25113_RS25785	2	5	6	4
BW25113_RS19575	3	3	10	6
BW25113_RS19580	25	19	23	32
BW25113_RS19585	39	41	42	37
BW25113_RS19590	31	38	27	13
BW25113_RS19595	18	24	20	21
BW25113_RS19600	26	13	17	22
BW25113_RS19605	13	8	6	10
BW25113_RS19615	37	41	48	35
BW25113_RS19620	134	126	89	83
BW25113_RS19625	208	184	152	140
BW25113_RS19630	56	75	56	72
BW25113_RS19635	67	72	67	47
BW25113_RS19640	340	308	295	262
BW25113_RS19650	69	90	62	57
BW25113_RS19655	83	83	68	56
BW25113_RS19660	109	98	78	76
BW25113_RS19665	100	133	86	74
BW25113_RS19670	85	96	71	94
BW25113_RS19675	66	64	55	46
BW25113_RS19680	59	44	45	42
BW25113_RS19685	61	48	51	58
BW25113_RS19690	45	48	51	45
BW25113_RS19695	44	29	35	46
BW25113_RS19700	25	30	30	32
BW25113_RS19705	16	15	23	20
BW25113_RS19710	36	28	32	33
BW25113_RS19715	9	11	8	8
BW25113_RS19720	9	6	3	3
BW25113_RS19725	4	6	1	1
BW25113_RS19730	0	1	1	2
BW25113_RS19735	23	18	12	10
BW25113_RS19740	10	19	13	10
BW25113_RS19745	141	134	86	75
BW25113_RS19750	88	119	65	68
BW25113_RS19755	57	48	42	32
BW25113_RS19760	63	50	63	68
BW25113_RS19765	158	137	121	127
BW25113_RS19770	10	8	7	5
BW25113_RS19775	19	18	15	12
BW25113_RS19780	66	74	61	40
BW25113_RS19785	60	48	45	29
BW25113_RS19790	94	89	58	44
BW25113_RS19795	51	57	43	35
BW25113_RS19800	121	128	102	83
BW25113_RS19805	10	19	10	6
BW25113_RS26260	3	8	6	4
BW25113_RS19815	114	118	110	107
BW25113_RS19820	5	5	5	4
BW25113_RS19825	0	1	2	5
BW25113_RS19830	16	14	12	8
BW25113_RS19835	11	9	10	4
BW25113_RS19840	25	24	18	23
BW25113_RS19845	52	45	38	45
BW25113_RS19850	14	12	12	15
BW25113_RS19855	10	7	11	10
BW25113_RS19860	33	31	42	25
BW25113_RS19865	23	30	16	9
BW25113_RS19870	13	12	10	8
BW25113_RS19875	2	8	12	6
BW25113_RS19880	44	33	36	35
BW25113_RS19885	11	14	13	15
BW25113_RS19890	135	143	130	118
BW25113_RS19895	91	85	76	80
BW25113_RS19900	101	118	79	69
BW25113_RS19905	69	77	52	66
BW25113_RS19910	152	152	112	124
BW25113_RS19915	37	46	54	30
BW25113_RS19920	77	73	58	69
BW25113_RS19925	65	59	45	42
BW25113_RS19930	27	32	21	26
BW25113_RS19935	10	16	11	9
BW25113_RS19940	144	150	97	96
BW25113_RS19945	88	92	58	61
BW25113_RS19950	57	60	52	47
BW25113_RS19955	203	198	121	129
BW25113_RS19960	257	218	196	197
BW25113_RS19965	38	60	39	50
BW25113_RS19970	73	62	48	63
BW25113_RS19975	19	12	18	16
BW25113_RS19980	8311	8297	5994	5998
BW25113_RS19985	0	1	0	0
BW25113_RS19990	0	0	0	2
BW25113_RS19995	45782	44687	39459	38746
BW25113_RS20000	54	42	27	30
BW25113_RS20005	7	7	7	9
BW25113_RS20010	4	13	8	8
BW25113_RS20015	3	4	6	7
BW25113_RS20020	61	61	65	78
BW25113_RS20025	46	40	38	46
BW25113_RS20030	23	19	22	16
BW25113_RS20035	12	14	17	8
BW25113_RS20045	113	138	132	113
BW25113_RS20050	33	41	26	39
BW25113_RS20055	22	13	16	20
BW25113_RS20060	52	54	42	43
BW25113_RS20065	6	7	2	5
BW25113_RS20070	25	24	31	30
BW25113_RS20075	27	19	17	24
BW25113_RS20080	158	129	183	156
BW25113_RS20090	243	221	255	205
BW25113_RS20095	13	9	7	7
BW25113_RS20100	13	20	3	16
BW25113_RS20105	18	19	14	15
BW25113_RS20110	4	4	5	1
BW25113_RS20115	17	20	13	9
BW25113_RS20120	14	16	19	11
BW25113_RS20125	22	27	16	17
BW25113_RS20130	4	10	2	8
BW25113_RS20135	10	20	9	14
BW25113_RS20140	10	13	8	9
BW25113_RS20145	11	7	6	12
BW25113_RS20150	9	10	13	8
BW25113_RS20155	19	35	16	18
BW25113_RS20160	29	40	20	31
BW25113_RS20165	35	33	26	20
BW25113_RS20170	33	40	23	23
BW25113_RS20175	61	67	56	50
BW25113_RS20180	5	5	5	2
BW25113_RS20185	9	6	3	4
BW25113_RS20195	139	121	112	88
BW25113_RS20200	175	169	142	109
BW25113_RS20205	380	387	260	260
BW25113_RS20210	1743	1653	1413	1389
BW25113_RS20220	18	26	18	15
BW25113_RS20225	10	7	9	10
BW25113_RS20230	14	16	15	19
BW25113_RS20235	11	16	8	12
BW25113_RS20240	18	13	14	13
BW25113_RS20245	4	6	2	3
BW25113_RS20250	6	6	0	6
BW25113_RS20265	9	8	5	10
BW25113_RS20270	8	6	7	4
BW25113_RS20275	9	12	6	9
BW25113_RS20280	114	117	71	80
BW25113_RS20290	11	14	9	11
BW25113_RS20295	21	23	21	20
BW25113_RS20300	79	73	75	81
BW25113_RS20305	44	42	61	68
BW25113_RS20310	198	208	144	134
BW25113_RS20315	43	28	28	37
BW25113_RS20320	216	212	204	184
BW25113_RS20325	21	22	25	21
BW25113_RS20330	11	6	9	10
BW25113_RS20335	147	165	122	144
